head,relation,tail,verdict_qwen,verdict_gpt
bluetooth,provides,wireless networks,yes,yes
wifi,supports,wireless,no,yes
bluetooth,enables,networking protocol,no,yes
bluetooth,enables,devices,no,yes
bluetooth,operates_at,wireless network,,yes
bluetooth,operates_at,data link,yes,yes
bluetooth,supports,wireless networks,yes,yes
bluetooth,supports,mobile devices,yes,yes
bluetooth,supports,internet access,yes,yes
bluetooth,supports,devices,yes,yes
mobile ip,enables,data transport,yes,yes
mobile ip,enables,mobile device,yes,yes
mobile ip,implements,mobile protocol,yes,no
mobile ip,implements,control plane,no,yes
mobile ip,provides,data transmission,yes,yes
base station,communicates_with,wireless link,yes,no
base station,communicates_with,network point,no,yes
mobile ip,runs_on,internet,yes,yes
base station,connects_to,host,yes,yes
base station,enables,network access,yes,yes
mobile ip,runs_on,network,yes,yes
base station,connects_to,radio link,no,yes
base station,enables,wireless link,yes,yes
mobile ip,runs_on,protocol,no,yes
base station,enables,broadcast transmission,yes,yes
base station,enables,signal transmission,yes,yes
base station,forwards,data,yes,yes
base station,enables,cellular network,yes,yes
base station,forwards,signal,yes,yes
base station,forwards,broadcast,no,yes
base station,operates_at,wireless network,yes,yes
base station,is_a,wireless station,yes,yes
base station,is_a,radio station,yes,yes
base station,receives,radio broadcast,,yes
base station,sends,wireless broadcast,yes,yes
base station,receives,mobile device,yes,yes
base station,sends,network broadcast,yes,yes
base station,sends,station,yes,no
wireless host,communicates_with,access point,yes,yes
wireless host,communicates_with,remote device,yes,yes
wireless host,communicates_with,gateway,yes,yes
base station,connects_to,wireless host,yes,yes
wireless host,communicates_with,broadcast channel,,yes
base station,communicates_with,radio network,no,yes
base station,enables,wireless network,yes,yes
base station,connects_to,network,yes,yes
base station,connects_to,broadcast channel,,yes
base station,enables,mobile access,yes,yes
base station,enables,radio signal,yes,yes
base station,is_a,network device,yes,yes
base station,forwards,wireless data,yes,yes
base station,is_a,gateway,yes,no
base station,operates_at,the link,,yes
base station,operates_at,mobile network,,yes
base station,receives,wireless broadcast,,yes
base station,receives,a wireless station,yes,no
base station,sends,broadcast,,yes
base station,sends,mobile stations,yes,no
base station,sends,local device,yes,no
base station,communicates_with,gateway,yes,yes
base station,communicates_with,home network,,yes
base station,connects_to,home network,,yes
base station,enables,mobile device,yes,yes
base station,enables,wireless broadcast,yes,yes
base station,connects_to,wireless link,yes,yes
base station,communicates_with,the network,,yes
base station,is_a,wireless device,yes,yes
base station,operates_at,network,no,yes
base station,connects_to,mobile host,yes,yes
base station,communicates_with,network gateway,yes,yes
base station,sends,mobile point,yes,no
base station,enables,wireless data,yes,yes
base station,forwards,network data,yes,yes
base station,receives,wireless data,yes,yes
base station,is_a,station,yes,yes
base station,is_a,network station,yes,yes
mobile host,connects_to,remote host,yes,yes
mobile host,connects_to,gateway,yes,yes
base station,sends,mobile host,yes,no
mobile host,connects_to,home network,yes,yes
wireless host,communicates_with,wireless network,yes,yes
wireless host,communicates_with,mobile device,,yes
wireless host,communicates_with,home network,yes,yes
mobile host,connects_to,network,yes,yes
base station,communicates_with,device,yes,yes
base station,communicates_with,base station,yes,yes
base station,is_a,device,yes,yes
base station,communicates_with,radio station,no,yes
base station,connects_to,wireless network,no,yes
base station,sends,wireless device,yes,no
base station,forwards,wireless signal,,yes
base station,communicates_with,station,yes,yes
base station,receives,wireless device,yes,no
base station,enables,radio link,yes,yes
base station,operates_at,access network,no,yes
base station,enables,broadcast signal,yes,yes
base station,operates_at,cellular network,,yes
base station,sends,network to station,yes,no
base station,forwards,network signal,yes,yes
base station,connects_to,radio station,no,yes
base station,enables,mobile stations,yes,yes
base station,operates_at,radio link,yes,no
base station,operates_at,broadcast channel,,yes
base station,receives,mobile node,no,yes
wireless link,enables,data transmission,yes,yes
base station,sends,broadcast channel,yes,no
base station,receives,network source,yes,no
wireless link,connects_to,mobile device,yes,yes
wireless link,enables,mobile communication,yes,yes
wireless link,connects_to,wireless network,yes,no
wireless link,connects_to,core network,,yes
wireless link,enables,network communication,yes,yes
base station,sends,station broadcast,yes,yes
wireless link,connects_to,broadcast channel,yes,yes
wireless link,enables,network delay,yes,no
wireless link,enables,network congestion,no,yes
transmission power,increases,speed,no,yes
transmission power,increases,signal,yes,yes
hidden terminal problem,causes,packet loss,yes,yes
transmission power,increases,average rate,,yes
hidden terminal problem,causes,bandwidth loss,yes,yes
hidden terminal problem,causes,network congestion,yes,yes
hidden terminal problem,causes,transmission delay,yes,yes
hidden terminal problem,causes,receiver loss,yes,yes
hidden terminal problem,causes,signal loss,no,yes
hidden terminal problem,causes,channel congestion,,yes
random access,is_a,access protocol,yes,yes
random access,is_a,medium access,yes,yes
random access,is_a,multiple access,yes,yes
cdma,provides,channel bandwidth,no,yes
random access,is_a,network access,yes,yes
cdma,requires,bandwidth,yes,yes
cdma,provides,bit rate,,yes
cdma,requires,channel,yes,yes
taking turns,is_a,access protocol,yes,yes
taking turns,is_a,wireless protocol,no,yes
taking turns,is_a,channel protocol,yes,no
cdma,requires,data rate,no,yes
cdma,requires,bit value,yes,no
cdma,provides,channel control,,yes
cdma,requires,protocol,yes,yes
cdma,requires,bit rate,no,yes
cdma,requires,transmission,yes,yes
cdma,provides,channel transmission,yes,yes
cdma,provides,data service,no,yes
cdma,requires,device,yes,yes
cdma,provides,wireless service,yes,yes
cdma,requires,chip,yes,yes
cdma,provides,channel broadcast,yes,yes
wifi,supports,data,yes,yes
wifi,supports,802 11,no,yes
wifi,supports,broadcast,yes,yes
access point,forwards,wireless data,yes,yes
wifi,supports,radio channel,yes,yes
access point,is_a,network device,yes,yes
access point,connects_to,wireless station,yes,yes
access point,sends,wireless broadcast,yes,yes
access point,is_a,wireless access point,yes,no
access point,receives,broadcast,yes,yes
router,has_part,its mac,,yes
wireless station,connects_to,ap,yes,yes
wireless station,connects_to,base station,yes,yes
wireless station,connects_to,wireless network,yes,yes
router,implements,the gateway,yes,yes
wireless station,communicates_with,ap,yes,yes
wireless station,communicates_with,base station,yes,yes
wireless station,connects_to,mobile device,,yes
wireless station,communicates_with,mobile device,,yes
wireless station,communicates_with,lan,yes,yes
wireless station,communicates_with,network point,yes,yes
wireless station,is_a,station,yes,yes
wireless station,is_a,wireless device,yes,yes
wireless station,receives,network data,yes,yes
wireless station,receives,data,yes,yes
wireless station,communicates_with,wireless ap,yes,yes
wireless station,receives,broadcast,yes,yes
wireless station,connects_to,radio link,yes,yes
wireless station,communicates_with,remote ap,yes,yes
wireless station,communicates_with,radio station,,yes
wireless station,connects_to,remote host,yes,yes
wireless station,receives,ap,,yes
wireless station,is_a,device,yes,yes
wireless device,connects_to,base station,yes,yes
wireless device,connects_to,radio link,yes,yes
wireless device,connects_to,home network,yes,yes
wireless station,connects_to,gateway,yes,yes
wireless station,receives,signal,yes,yes
wireless device,connects_to,remote host,yes,yes
wireless station,receives,signal ap,yes,yes
wireless station,receives,signal broadcast,yes,yes
wireless station,receives,signal access point,yes,yes
wireless device,receives,network data,yes,yes
wireless device,receives,data,yes,yes
wireless device,receives,broadcast data,yes,yes
wireless device,receives,internet access,yes,yes
wireless device,receives,ap data,yes,yes
wireless device,receives,data frame,yes,yes
wireless device,receives,ap broadcast,yes,yes
wireless device,sends,mail,yes,yes
wireless device,receives,mac address,no,yes
wireless device,sends,frame,yes,yes
ap,provides,wireless signal,yes,yes
wireless device,sends,frame to ap,yes,no
wireless device,sends,frame from your device,yes,yes
ap,provides,broadcast channel,yes,yes
ap,provides,data frame,no,yes
ap,receives,wireless frame,yes,yes
ap,receives,data frame,yes,yes
ap,receives,broadcast frame,yes,yes
ap,provides,802 transmission,yes,yes
ap,receives,mac address,no,yes
wireless device,connects_to,network,yes,yes
ap,sends,a frame,yes,yes
ap,sends,frame to device,yes,no
wireless device,connects_to,gateway,yes,yes
ap,sends,frame with address,yes,yes
ap,sends,frame from ap,yes,no
wireless device,connects_to,access ap,yes,yes
wireless device,sends,address of device,,yes
ap,receives,frame,yes,yes
ap,receives,data frames,yes,yes
wireless device,sends,mac address,yes,yes
ap,provides,broadcast transmission,yes,yes
ap,provides,channel bandwidth,yes,yes
ap,sends,the frame,yes,yes
ap,receives,wireless frames,yes,yes
ap,receives,the frame,yes,yes
ap,sends,frame,yes,yes
ap,provides,signal detection,,yes
ap,provides,data transmission,,yes
ap,provides,broadcast messages,yes,yes
cdma,provides,channel access,yes,yes
ap,receives,the device,yes,no
ap,receives,data,yes,yes
cdma,provides,multiple access,yes,yes
passive scanning,receives,wireless frame,,yes
passive scanning,receives,broadcast frame,yes,yes
passive scanning,receives,data frame,,yes
passive scanning,receives,ap frame,,yes
random access,is_a,multiple access protocol,yes,yes
random access,is_a,network protocol,yes,yes
random access,is_a,data communication,yes,no
wireless device,connects_to,channel,yes,yes
wireless device,receives,frame,yes,yes
wireless device,connects_to,station,,yes
wireless device,receives,transmission,yes,yes
wireless device,receives,broadcast,yes,yes
wireless device,sends,a signal,yes,yes
wireless device,sends,a broadcast,yes,yes
wireless device,sends,a frame,yes,yes
access point,connects_to,stations,yes,yes
access point,connects_to,each station,yes,yes
access point,connects_to,station,yes,yes
ethernet,implements,broadcast transmission,yes,yes
cdma,requires,wireless transmission,yes,yes
access point,receives,node,yes,yes
access point,is_a,wireless station,yes,yes
access point,forwards,broadcast,yes,yes
access point,forwards,network transmission,,yes
rts frame,increases,transmission time,yes,yes
rts frame,increases,channel delay,yes,yes
access point,sends,to the wireless station,yes,no
access point,sends,to a wireless station,yes,no
cts frame,increases,channel time,yes,yes
cts frame,increases,frame interval,,yes
ethernet frame,contains,frame field,yes,yes
ethernet frame,contains,sub field,,yes
frame control field,contains,sub field bits,,yes
frame control field,contains,sub field bytes,yes,yes
frame control field,contains,field bits,no,yes
frame control field,contains,field bytes,,yes
frame control field,contains,sub field value,yes,yes
wireless station,communicates_with,mobile station,,yes
address 2,identifies,mac address ap,yes,no
wireless station,communicates_with,wireless station,,yes
wireless station,connects_to,base,yes,no
wireless station,receives,frame,yes,yes
wireless station,connects_to,host,,yes
wireless station,receives,frames,yes,yes
wireless station,receives,destination frame,yes,yes
wireless station,receives,mac address,,yes
ap,provides,signal transmission,yes,yes
ap,receives,the frames,yes,yes
ap,receives,frames,yes,yes
ap,sends,its mac address,yes,yes
address 1,identifies,destination ap,,yes
address 1,identifies,mac address wireless station,yes,no
address 1,identifies,wireless station destination,,yes
address 3,identifies,wireless station,yes,yes
address 3,identifies,network device,yes,no
router interface,part_of,the sub network,,yes
ap,receives,wireless data,yes,yes
ap,receives,ethernet frame,yes,yes
ap,provides,bandwidth,yes,yes
ap,provides,channel,yes,yes
wireless station,communicates_with,gateway,yes,yes
ap,sends,the mac address,yes,yes
wireless station,connects_to,network,yes,yes
ap,sends,the address of its device,yes,yes
wireless station,connects_to,sub network,,yes
wireless station,connects_to,interface,yes,no
wireless station,receives,the mac address,,yes
wireless station,receives,the ip address,yes,yes
wireless station,receives,the network,,yes
ethernet frame,contains,destination address field,yes,yes
router,implements,routing between node and host,yes,yes
router,implements,route to host,yes,no
address 1,identifies,device mac,yes,no
address 2,identifies,destination address,yes,yes
address 2,identifies,host,yes,no
ap,provides,ip address,yes,no
address 3,identifies,ap mac,yes,no
ap,receives,source address,,yes
mobile ip,enables,network transport,no,yes
ap,receives,destination address,,yes
ap,receives,ip address,yes,yes
ip address,identifies,station,,yes
ap,sends,mac address,no,yes
broadcast ethernet frame,contains,destination address,yes,yes
access point,connects_to,node,yes,yes
access point,forwards,frame,yes,yes
ap,sends,address of the mac,,yes
broadcast ethernet frame,contains,broadcast message,yes,yes
access point,is_a,network node,yes,yes
access point,receives,data,yes,yes
access point,sends,frame,yes,yes
access point,is_a,ap,yes,no
access point,is_a,access point,yes,yes
access point,receives,node transmission,yes,yes
access point,sends,output frame,yes,yes
access point,sends,network frame,yes,yes
access point,sends,node,yes,no
beacon frame,contains,bit,yes,yes
beacon frame,identifies,device,yes,yes
beacon frame,identifies,host,no,yes
beacon frame,identifies,node,yes,yes
beacon frame,contains,station address,,yes
beacon frame,contains,host address,,yes
beacon frame,contains,receiver address,yes,yes
beacon frame,identifies,mac,,yes
master node,communicates_with,remote device,yes,yes
master node,communicates_with,wireless client,yes,yes
master node,communicates_with,base station,,yes
master node,receives,connection,yes,yes
master node,receives,device,yes,no
master node,receives,data packet,yes,yes
master node,receives,broadcast,yes,yes
master node,receives,network transmission,yes,yes
master node,communicates_with,server node,yes,yes
master node,receives,node,yes,no
base station,connects_to,device,yes,yes
base station,enables,device connection,yes,yes
base station,enables,message transmission,yes,yes
master node,communicates_with,wireless network,,yes
base station,communicates_with,channel,yes,no
base station,enables,packet receiving,yes,yes
base station,forwards,data packet,yes,yes
base station,enables,network broadcast,yes,yes
base station,enables,channel address,yes,no
base station,forwards,message broadcast,yes,yes
base station,forwards,device message,,yes
base station,receives,device,yes,yes
base station,forwards,source data,yes,yes
bluetooth,enables,wireless networking,yes,yes
bluetooth,enables,data communication,yes,yes
bluetooth,enables,device management,no,yes
bluetooth,enables,internet protocols,yes,yes
bluetooth,implements,data transfer,yes,yes
bluetooth,operates_at,wireless layer,no,yes
bluetooth,provides,network protocols,yes,yes
bluetooth,implements,channel transmission,no,yes
base station,communicates_with,network,yes,yes
bluetooth,supports,internet data,yes,yes
bluetooth,supports,radio spectrum,no,yes
bluetooth,supports,mobile device,yes,yes
bluetooth,supports,data broadcast,yes,yes
base station,communicates_with,radio point,,yes
base station,enables,signal broadcast,yes,yes
base station,enables,wireless transmission,yes,yes
base station,connects_to,cell,yes,yes
base station,enables,channel,yes,yes
base station,is_a,cellular station,yes,yes
base station,forwards,radio signal,yes,yes
base station,forwards,mm signal,yes,yes
base station,operates_at,cell,no,yes
base station,receives,mobile signal,yes,yes
base station,receives,device signal,yes,yes
base station,receives,wireless signal,yes,yes
base station,receives,radio signal,yes,yes
base station,sends,radio broadcast,yes,yes
base station,sends,mobile device,yes,no
base station,receives,cellular signal,yes,yes
base station,sends,the gateway,yes,no
mobile device,communicates_with,wireless network,yes,yes
mobile device,communicates_with,remote device,yes,yes
mobile device,communicates_with,data network,yes,yes
mobile device,causes,wireless link,no,yes
mobile device,causes,data,no,yes
mobile device,communicates_with,control plane,,yes
mobile device,connects_to,carrier network,yes,yes
mobile device,connects_to,wireless network,yes,yes
mobile device,provides,network information,yes,yes
mobile device,sends,network data,yes,yes
mobile device,receives,data,yes,yes
mobile device,sends,data,yes,yes
mobile device,sends,control data,yes,yes
mobile device,sends,wireless data,yes,yes
mobile device,connects_to,control plane,,yes
mobile device,receives,control plane,no,yes
mobile device,communicates_with,gateway,yes,yes
mobile device,communicates_with,application server,yes,yes
mobile device,connects_to,internet link,yes,yes
mobile device,receives,network data,yes,yes
mobile device,connects_to,wireless interface,no,yes
mobile device,receives,internet data,yes,yes
mobile device,receives,ip address,yes,yes
mobile device,provides,application service,yes,yes
mobile device,receives,application,no,yes
mobile device,sends,internet data,yes,yes
mobile device,provides,transport protocol,no,yes
mobile device,provides,wireless data,no,yes
nat,provides,network address,yes,no
mobile device,sends,ip address,no,yes
imsi,identifies,home network,yes,yes
imsi,identifies,user device,yes,yes
imsi,identifies,cellular network,no,yes
imsi,identifies,carrier service,yes,no
sim card,has_part,user data,yes,yes
base station,communicates_with,mobile,yes,yes
sim card,has_part,network address,no,yes
mme,communicates_with,home network,yes,yes
base station,connects_to,carrier network,yes,yes
base station,communicates_with,wireless channel,yes,no
base station,connects_to,radio channel,,yes
mme,communicates_with,hs,yes,yes
base station,receives,its channel,yes,no
base station,sends,broadcast radio,,yes
serving gateway,connects_to,gateway,yes,no
serving gateway,connects_to,base station,yes,yes
serving gateway,connects_to,mobile device,no,yes
serving gateway,connects_to,network,yes,yes
serving gateway,is_a,gateway,yes,yes
serving gateway,is_a,data gateway,yes,yes
mme,enables,mobile network,no,yes
serving gateway,is_a,network gateway,yes,yes
serving gateway,is_a,mobile gateway,yes,yes
serving gateway,receives,mobile data,,yes
serving gateway,is_a,ip gateway,yes,yes
serving gateway,sends,data,yes,yes
gateway router,forwards,ip data,yes,yes
serving gateway,receives,data frame,yes,yes
serving gateway,sends,mobile device,yes,no
serving gateway,sends,ip data,yes,yes
serving gateway,sends,network data,yes,yes
gateway router,forwards,network information,yes,yes
gateway router,forwards,mobile data,yes,yes
mobile device,communicates_with,network,yes,yes
gateway router,forwards,control information,,yes
mobile device,connects_to,gateway,yes,yes
mobile device,connects_to,network,yes,yes
mobile device,connects_to,access network,yes,yes
mobile device,communicates_with,controller,,yes
mobile device,causes,data transport,no,yes
mobile device,causes,network connection,no,yes
mobile device,connects_to,remote host,yes,yes
mobile device,sends,the gateway.,yes,no
mobile device,receives,wireless data,yes,yes
mme,communicates_with,mobile device,yes,yes
mobile device,provides,network access,no,yes
mobile device,provides,data gateway,yes,no
mme,communicates_with,base station,yes,yes
mme,communicates_with,gateway,yes,yes
imsi,identifies,user,yes,yes
mme,enables,wireless device,yes,yes
base station,communicates_with,the gateway,yes,yes
mme,enables,device control,,yes
imsi,identifies,mobile,yes,no
imsi,identifies,cellular device,yes,no
base station,connects_to,carrier gateway,yes,yes
base station,connects_to,network point,,yes
base station,enables,network,yes,yes
base station,enables,control channel,yes,yes
base station,forwards,gateway,yes,no
base station,forwards,ip,yes,yes
base station,receives,the device,yes,no
base station,sends,the mobile device,yes,no
serving gateway,connects_to,pd gateway,yes,yes
serving gateway,receives,ip,yes,no
serving gateway,receives,data,yes,yes
serving gateway,receives,network data,yes,yes
serving gateway,receives,base station,yes,no
serving gateway,receives,mobile device,yes,no
mme,communicates_with,network control,yes,yes
mme,enables,mobile data plane,yes,yes
mme,enables,wireless base station,yes,yes
mme,communicates_with,mobile,yes,yes
mme,communicates_with,device,yes,yes
mme,communicates_with,the network,yes,yes
mme,enables,network control,yes,yes
mme,communicates_with,wireless,,yes
mme,enables,wireless network,yes,yes
mme,enables,mobile device,yes,yes
tunnel endpoint identifier,identifies,mobile device,yes,yes
mme,communicates_with,wireless network,yes,yes
mme,enables,base station,no,yes
gprs tunneling protocol,runs_on,network,yes,yes
gprs tunneling protocol,runs_on,ip,yes,yes
gprs tunneling protocol,runs_on,layer,no,yes
mme,enables,network management,no,yes
mme,communicates_with,base network,,yes
base station,enables,data channel,yes,yes
mme,enables,mobile device control,yes,yes
mme,enables,data transmission,,yes
base station,enables,network control,,yes
mme,enables,wireless data transmission,yes,yes
base station,enables,congestion control,yes,no
base station,connects_to,data link,yes,
base station,forwards,mobile data,yes,yes
base station,receives,data,yes,yes
base station,forwards,data transfer,,yes
base station,forwards,channel data,yes,yes
base station,operates_at,data plane,no,yes
base station,receives,channel data,yes,yes
base station,sends,data to network,yes,no
base station,receives,network data,yes,yes
base station,sends,data to mobile,yes,no
base station,sends,data to gateway,yes,yes
base station,is_a,stations,yes,yes
base station,enables,device,yes,yes
base station,enables,data,yes,yes
base station,enables,channel to device,yes,yes
base station,enables,packet to device,yes,no
base station,forwards,ip data,yes,yes
base station,enables,segment to gateway,yes,no
base station,forwards,data to device,yes,yes
base station,forwards,data broadcast,,yes
base station,forwards,segment to device,yes,yes
base station,operates_at,channel,yes,no
base station,operates_at,layer,yes,yes
base station,operates_at,link,yes,yes
base station,receives,channel at base,yes,no
base station,receives,source of data,yes,no
base station,sends,to the gateway,yes,yes
lte,supports,mobile device,yes,yes
lte,supports,wireless channel,yes,yes
lte,supports,wireless transmission,yes,yes
lte,supports,base station,yes,no
lte,supports,spectrum channel,yes,yes
lte,supports,gateway,yes,yes
lte,supports,channel frequency,yes,yes
lte,supports,broadcast medium,yes,yes
base station,communicates_with,wireless point,yes,yes
base station,enables,carrier network,yes,yes
base station,enables,remote control,,yes
base station,sends,stations,yes,no
bluetooth,enables,wireless device,yes,yes
mme,communicates_with,g,yes,no
bluetooth,enables,network control,no,yes
bluetooth,enables,mobile device,,yes
bluetooth,enables,data protocol,yes,yes
mme,enables,wireless data,yes,yes
imsi,identifies,wireless device,yes,no
bluetooth,provides,wireless data transmission,yes,yes
mme,enables,management layer,,yes
bluetooth,implements,communication protocol,yes,yes
bluetooth,provides,device control,yes,yes
bluetooth,implements,transport protocol,yes,yes
bluetooth,supports,wireless device,yes,yes
bluetooth,supports,data layer,no,yes
bluetooth,implements,wireless protocol,yes,no
bluetooth,provides,radio protocol,,yes
bluetooth,supports,network,yes,yes
bluetooth,supports,radio,yes,yes
base station,enables,wireless signal,yes,yes
base station,communicates_with,radio,no,yes
base station,enables,radio transmission,yes,yes
base station,enables,channel broadcast,yes,yes
base station,is_a,radio base,yes,no
base station,operates_at,radio channel,yes,yes
base station,receives,signal,yes,yes
base station,enables,network transmission,yes,yes
base station,forwards,data signal,yes,yes
base station,connects_to,mobile,yes,yes
mme,enables,device signal,yes,no
base station,connects_to,other stations,yes,yes
base station,enables,broadcast channel,yes,yes
base station,is_a,base station,yes,yes
base station,sends,mobile,yes,no
base station,receives,base stations,yes,no
home network,communicates_with,mobile device,yes,yes
home network,communicates_with,gateway,yes,yes
base station,sends,mobile and stations,yes,no
home network,communicates_with,base station,yes,yes
home network,communicates_with,networks,yes,yes
embb,provides,data bandwidth,yes,yes
embb,provides,wireless data,yes,yes
embb,provides,data transmission,yes,yes
embb,provides,spectrum efficiency,yes,yes
base station,enables,wireless access,yes,yes
embb,provides,cellular communication,,yes
base station,enables,data transmission,yes,yes
base station,enables,mobile network,yes,yes
base station,enables,signal rate,no,yes
base station,forwards,data transmission,yes,yes
wifi,has_part,bandwidth,yes,no
wifi,supports,mobile device,yes,yes
wifi,supports,home network,yes,yes
mobile device,causes,data transmission,yes,yes
mobile device,causes,network loss,yes,yes
wifi,supports,access network,,yes
mobile device,provides,data transmission,yes,yes
mobile device,causes,connection loss,yes,yes
mobile device,provides,wireless access,yes,yes
mobile device,causes,information transfer,yes,yes
mobile device,causes,link loss,yes,yes
mobile device,receives,user data,yes,yes
mobile device,receives,network access,,yes
mobile device,receives,cellular link,,yes
mobile device,receives,remote access,no,yes
visited network,connects_to,remote network,no,yes
home network,communicates_with,remote device,yes,yes
visited network,connects_to,base station,yes,yes
visited network,connects_to,wireless link,,yes
visited network,connects_to,home network,yes,yes
home network,communicates_with,wireless network,,yes
permanent ip address,identifies,home network,yes,yes
permanent ip address,identifies,remote gateway,yes,yes
permanent ip address,identifies,device address,yes,no
mobile ip,enables,ip routing,no,yes
mobile ip,enables,data routing,yes,yes
mobile ip,implements,network layer,,yes
mobile ip,provides,address,no,yes
mobile ip,provides,network architecture,,yes
mobile ip,runs_on,ip,yes,yes
mobile ip,supports,mobile device,yes,yes
mobile ip,supports,transport protocol,yes,yes
mobile device,communicates_with,wireless gateway,yes,yes
mobile device,causes,network architecture,no,yes
mobile device,communicates_with,home network,yes,yes
mobile device,connects_to,home network,yes,yes
mobile device,communicates_with,visited network,yes,yes
mobile ip,supports,home address,yes,yes
mobile device,connects_to,wireless link,yes,yes
mobile device,receives,control data,yes,yes
mobile device,receives,network address,yes,yes
mobile device,provides,protocol layer,,yes
mobile device,provides,routing information,yes,yes
mobile device,provides,device control,no,yes
mobile device,sends,its address,yes,yes
mobile device,causes,network path,,yes
mobile device,communicates_with,remote network,yes,yes
visited network,connects_to,wireless station,yes,yes
visited network,connects_to,core network,yes,yes
mobile device,communicates_with,home gateway,yes,yes
mobile device,communicates_with,wireless device,yes,yes
mobile device,provides,device address,no,yes
mobile device,connects_to,access link,yes,yes
permanent address,identifies,mobile device address,yes,no
mobile device,receives,address,no,yes
mobile device,sends,a address,no,yes
mobile device,sends,the address,,yes
mobile device,causes,network information,no,yes
mobile device,provides,forward service,,yes
mobile device,provides,control information,yes,yes
mobile device,connects_to,remote controller,yes,yes
mobile device,receives,the data,,yes
mobile device,receives,its ip,,yes
mobile device,sends,data to the network,no,yes
mobile device,receives,remote station,yes,no
mobile device,sends,data to its home network,yes,yes
hss,identifies,home network,no,yes
mobile device,sends,data to a visited network,yes,
mobile device,sends,data to the gateway,yes,no
hss,identifies,cellular device,yes,yes
hss,identifies,visited network,yes,no
hss,sends,data to visited network,yes,no
home network,communicates_with,cellular network,yes,yes
nat gateway router,forwards,network destination,no,yes
nat gateway router,provides,ip address,yes,yes
nat gateway router,provides,network address,,yes
home network,communicates_with,gateway device,yes,yes
hss,identifies,home address,yes,yes
mobile device,causes,packet forward,no,yes
hss,sends,mobile address,yes,no
hss,sends,ip address,yes,yes
mobile device,receives,remote data,yes,yes
mobile device,receives,gateway address,,yes
mobile device,provides,address,no,yes
mobile device,sends,data to destination,yes,no
mobile device,provides,gateway,no,yes
mobile device,sends,mac address,,yes
mobile device,sends,source address,no,yes
indirect routing,causes,packet route,,yes
indirect routing,causes,routing path,no,yes
visited network gateway router,forwards,network destination,no,yes
visited network gateway router,forwards,ip information,yes,yes
visited network gateway router,provides,control plane,yes,yes
visited network gateway router,provides,data plane,,yes
visited network gateway router,provides,network layer,,yes
visited network gateway router,receives,data,yes,yes
gateway router,forwards,information packet,yes,yes
visited network gateway router,receives,ip,yes,yes
gateway router,forwards,home network packet,no,yes
gateway router,is_a,network device,yes,yes
tunneling,supports,network segment,yes,yes
tunneling,supports,layer protocol,yes,yes
tunneling,supports,ip data,yes,yes
tunneling,supports,control plane,no,yes
mobile device,connects_to,home gateway,yes,yes
mobile device,communicates_with,visited gateway,yes,yes
mobile device,connects_to,data channel,yes,yes
mobile device,receives,network frame,yes,yes
mobile device,provides,transport layer,no,yes
mobile device,sends,data to the home gateway,yes,yes
mobile device,sends,data to the visited network,yes,yes
lte,supports,data security,yes,yes
lte,supports,wireless network,,yes
lte,supports,gateway control,yes,yes
visited network gateway router,forwards,ip packet,yes,yes
visited network gateway router,forwards,data packet,yes,yes
visited network gateway router,forwards,control message,yes,yes
visited network gateway router,provides,network control,,yes
visited network gateway router,provides,congestion control,,yes
visited network gateway router,provides,packet forward,yes,no
mobile device,causes,data packet,no,yes
mobile device,receives,message,yes,yes
mobile device,receives,control message,yes,yes
mobile device,connects_to,remote gateway,yes,yes
network congestion,causes,packet loss,yes,yes
network congestion,causes,data loss,yes,yes
mobile device,receives,network control,,yes
mobile device,sends,device data,yes,yes
mobile device,sends,mobile data,yes,yes
network congestion,causes,link delay,yes,yes
network congestion,causes,routing delay,,yes
indirect routing,causes,routing problem,yes,yes
network congestion,causes,transfer delay,yes,yes
indirect routing,causes,network congestion,yes,yes
indirect routing,causes,delay,yes,yes
hss,identifies,mobile device visited network,yes,
hss,sends,mobile device address,yes,yes
hss,sends,visited network address,,yes
hss,sends,gateway address,yes,no
indirect routing,causes,routing delay,yes,yes
serving gateway,connects_to,visited network,,yes
serving gateway,is_a,access gateway,,yes
serving gateway,sends,device,yes,no
base station,communicates_with,home gateway,,yes
base station,enables,home network,,yes
base station,forwards,source to destination,yes,no
source base station,communicates_with,visited network,yes,yes
base station,forwards,ip to gateway,yes,no
source base station,communicates_with,home network,,yes
base station,operates_at,visited network,no,yes
base station,receives,local gateway,yes,no
base station,receives,home network,,yes
source base station,communicates_with,gateway,,yes
source base station,forwards,data to device,yes,yes
base station,sends,mobile at the base,yes,no
source base station,forwards,data to mobile,yes,no
source base station,forwards,data to network,yes,no
source base station,forwards,data to gateway,yes,no
source base station,forwards,data to destination,no,yes
target base station,communicates_with,home network,,yes
target base station,provides,service,yes,yes
target base station,communicates_with,base station,,yes
target base station,communicates_with,visited network,yes,no
target base station,provides,channel,yes,yes
target base station,provides,network,yes,yes
target base station,receives,device,yes,no
target base station,receives,data,yes,yes
target base station,receives,mobile device,,yes
target base station,provides,address,yes,no
serving gateway,receives,data packet,yes,yes
serving gateway,is_a,system,yes,yes
target base station,receives,mobile,yes,no
serving gateway,connects_to,control layer,yes,no
serving gateway,receives,network route,,yes
base station,enables,control of devices,yes,yes
base station,connects_to,carrier,yes,yes
base station,connects_to,ap,yes,no
base station,enables,radio channel,yes,yes
